,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2030,2050,2099
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.957447887,3.945289829,3.816220423,3.798470561,3.68338298,3.671872408,3.56405646,3.558461395,3.462749915,3.462749915,3.362231862,3.367510091,3.26765081,3.262529101,3.153750373,3.133884229,3.017587042,2.89409493,2.856811904,2.723737328,2.581195585,2.507073414,2.498262384,2.470000504,2.425620206,2.453298963,2.433263561,2.451648684,2.451648684,2.506008965,2.443055543,2.463401866,2.390774073,2.293427158,2.240960573,2.171312613,2.082358837,2.066672519,1.987610544,1.917010763,1.868072739,1.838323355,1.822167841,1.814607347,1.814178769,1.805395922,1.791475709,1.759584872,1.714467669,1.650655696,1.573066591,1.485942841,1.395053807,1.379200922,1.286477357,1.195493162,1.179647156,1.090080378,1.071884802,0.985978965,0.967375588,0.327803914,0.136450452,0.055021325
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.648851264,3.547271265,3.547271265,3.446441831,3.446441831,3.346397175,3.341118946,3.242042262,3.242042262,3.148783837,3.060901688,3.070527165,2.982642118,3.001283631,2.922155279,2.842803246,2.864603884,2.788563721,2.813837712,2.736504472,2.760901243,2.686282116,2.611100543,2.633772907,2.557226881,2.575414839,2.497760179,2.511753233,2.426452399,2.436534611,2.3478552,2.351080276,2.253575394,2.247392745,2.241210097,2.133805697,2.119008154,2.101251103,1.986501469,1.963863275,1.938395308,1.823900609,1.794177784,1.76445496,1.653958254,1.623043147,1.592128039,1.486362528,1.454476863,1.425043942,1.395611021,1.366178099,1.336745178,1.242654641,1.217008861,1.189031646,1.163385865,1.137740084,1.112094304,1.088779958,1.063134177,1.039819831,0.962424708,0.942512472,0.920387766,0.853002449,0.378296027,0.182113286,0.070528164
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.452520512,1.450538901,1.44657568,1.363142432,1.363142432,1.283526532,1.287047867,1.290569202,1.215795262,1.217449405,1.217449405,1.139456823,1.131705416,1.120853446,1.031848844,1.010110455,0.918718923,0.890346721,0.860623461,0.77231137,0.745939762,0.723335527,0.705754455,0.641179434,0.634197444,0.631870114,0.584593765,0.587817628,0.592116111,0.595339974,0.596414595,0.546868043,0.541923486,0.533023283,0.521156345,0.465127694,0.452434151,0.440647289,0.431580472,0.425233701,0.384093475,0.381610112,0.379126749,0.376643386,0.372504448,0.36836551,0.363398784,0.359259845,0.324504103,0.32224012,0.320730799,0.319976138,0.318466817,0.316957495,0.315448174,0.283686781,0.280945846,0.278204911,0.274778742,0.271352573,0.267926405,0.159534175,0.110232235,0.052290393
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.413596487,2.413596487,2.413596487,2.413596487,2.413596487,2.413596487,2.413596487,2.413596487,2.413596487,2.413596487,2.413596487,2.413596487,2.413596487,2.413596487,2.413596487,2.417677447,2.421758408,2.425839368,2.429920329,2.434001289,2.438082249,2.442163209,2.446244169,2.450325129,2.45440609,2.45848705,2.46256801,2.466648971,2.470729931,2.474810891,2.406933613,2.339404014,2.27225501,2.205503682,2.139181186,2.073310736,2.076696128,2.08008152,2.083466912,2.086852304,2.090237696,2.093623088,2.09700848,2.100393872,2.103779263,2.107164656,2.110550047,2.113935439,2.117320831,2.120706223,2.124091615,2.127477007,2.130862399,2.134247791,2.137633183,2.141018574,2.144403967,2.147789358,2.151174751,2.154560142,2.157945534,2.161330926,2.164716318,2.16810171,2.171487102,2.174872494,2.178257886,2.181643278,2.185028669,2.188414062,2.191799453,2.195184845,2.198570237,2.201955629,2.205341021,2.208726413,2.212111805,2.215497197,2.218882589,2.22226798,2.225653373,2.229038764,2.232424157,2.235809548,2.205595906,2.175382263,2.127040435,2.078698607,2.030356779,1.982014951,1.933673123,1.965095311,1.996517499,2.027939688,2.059361876,2.090784064,2.114954978,2.139125892,2.163296806,2.18746772,2.211638634,2.214055726,2.216472817,2.218889909,2.221307,2.223724091,2.169339535,2.114954978,2.060570422,2.006185865,1.951801308,1.95280843,1.953815551,1.954822673,1.955829794,1.956836916,1.957844037,1.923098348,1.888352659,1.85360697,1.818861281,1.855117652,1.891374023,1.863780177,1.834470545,1.80349063,1.77157733,1.677819877,1.587043861,1.55738625,1.470667883,1.386881589,1.359425218,1.364526597,1.423070642,1.421806928,1.331773409,1.3007056,1.288865993,1.33248915,1.315788395,1.291170315,1.325929808,1.297331878,1.330472874,1.298237106,1.232489587,1.23095084,1.166679993,1.103789361,1.102406113,1.104501943,1.048271965,0.992906216,0.996645975,0.94019639,0.884966619,0.883312476,0.826299982,0.768089729,0.759394374,0.694443421,0.676879677,0.606546979,0.580175371,0.551292181,0.522408992,0.496037384,0.473433149,0.455852077,0.444549959,0.437015214,0.400300772,0.399137107,0.397973442,0.396809777,0.395646112,0.365371103,0.364296482,0.362147241,0.358923378,0.354624894,0.321396228,0.316451671,0.30952929,0.301617999,0.291728884,0.257497593,0.246617413,0.234830551,0.222137008,0.209443464,0.197656603,0.186776423,0.177709606,0.169549471,0.1632027,0.158669291,0.154135883,0.150509156,0.162181481,0.160203658,0.159214747,0.159214747,0.145975748,0.14688243,0.14688243,0.147789111,0.147789111,0.135757177,0.135757177,0.092796336,0.074618744,0.057932506
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.890578568,3.786637319,3.786637319,3.786637319,3.786637319,3.786637319,3.669163826,3.654944673,3.64072552,3.626506367,3.511725117,3.497901809,3.484078502,3.470255194,3.358184517,3.34475413,3.331323743,3.317893356,3.208539731,3.100740692,2.901795561,2.798417363,2.47264843,2.077479972,2.411600476,2.618657998,2.618657998,2.614879271,2.520850965,2.524488557,2.438289699,2.448784489,2.365959126,2.382762813,2.302704138,2.315604442,2.231936124,2.235027448,2.139724714,2.12788668,2.020458759,1.994990791,1.877942109,1.845517209,1.726093505,1.611452444,1.577114036,1.468803798,1.367306826,1.272168272,1.18103987,1.093879729,1.071441171,0.98773441,0.904816338,0.826299982,0.749249793,0.678230734,0.656613818,0.591477488,0.529467591,0.509685285,0.452415396,0.433072219,0.378753093,0.329125444,0.310991811,0.266547627,0.250819662,0.21432364,0.200739747,0.171993677,0.163085638,0.155548066,0.149380962,0.13178743,0.128679236,0.126814319,0.12619268,0.12619268,0.12619268,0.114863757,0.114863757,0.114297926,0.113166263,0.112034601,0.063976368,0.055680032,0.038449099
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.544223136,3.541257935,3.538292735,3.535327535,3.532362334,3.529397134,3.526431934,3.523466733,3.520501533,3.517536333,3.514571132,3.511605932,3.508640732,3.505675531,3.502710331,3.499745131,3.49677993,3.493814729,3.490849529,3.487884329,3.484919128,3.481953928,3.478988728,3.476023527,3.473058327,3.470093127,3.467127926,3.464162726,3.461197526,3.458232325,3.455267125,3.452301925,3.449336724,3.446371523,3.443406323,3.440441123,3.437475922,3.434510722,3.431545522,3.52585696,3.620394731,3.715123217,3.80999927,3.587778562,3.515300502,3.441788941,3.263036706,3.187698764,2.906509014,2.631694607,2.362262315,2.35554084,2.245620296,2.228204887,2.208209417,2.185311378,2.159510772,2.131452612,2.101136899,2.069208649,2.035990368,1.964071177,1.954395949,1.941495646,1.842429266,1.82388132,1.80224205,1.777511456,1.755872186,1.657324813,1.633648745,1.607013167,1.511099408,1.415887288,1.386164463,1.293281999,1.204297032,1.174864111,1.091111392,1.011099061,0.932643955,0.907494006,0.830294808,0.753561591,0.723643513,0.651446937,0.583912554,0.559100406,0.503841452,0.486788357,0.442013901,0.402615057,0.394508714,0.359156182,0.351621437,0.317680554,0.286923778,0.279401432,0.249205691,0.222137008,0.215790236,0.192046738,0.17130798,0.168289337,0.15075143,0.149380962,0.148010495,0.133652346,0.132409069,0.131165791,0.118258745,0.073346834,0.054080031,0.037483041
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.840814346,1.737481342,1.697864503,1.596926311,1.586118011,1.588820086,1.527721565,1.550907896,1.505984476,1.540322884,1.574661292,1.524758228,1.545741139,1.475717885,1.473505414,1.387438873,1.372768069,1.356001436,1.268230733,1.258322681,1.248414628,1.168674924,1.155585765,1.135017086,1.110708648,1.017665755,0.98773441,0.957803064,0.929632385,0.850229612,0.82872575,0.813838461,0.750336193,0.739484224,0.731732817,0.72398141,0.669542368,0.662296238,0.653600883,0.643456302,0.630413268,0.611573332,0.589834943,0.565198103,0.537662811,0.508678292,0.482592226,0.457955386,0.408019286,0.393157657,0.383700256,0.375593913,0.370189684,0.364785455,0.359381226,0.353976997,0.322738247,0.316459293,0.31143613,0.306412966,0.301389803,0.158107443,0.097888818,0.06717661
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.642313547,4.757054177,4.757054177,4.757054177,4.757054177,4.757054177,4.642313547,4.642313547,4.642313547,4.642313547,4.528021342,4.528021342,4.528021342,4.528021342,4.414236307,4.414236307,4.414236307,4.301027852,4.301027852,4.301027852,4.18845099,4.18845099,3.965391989,3.745423378,3.528858007,3.315976829,3.107044733,3.107044733,3.008488097,3.008488097,2.910721346,2.914933678,2.817827042,2.821893171,2.729419493,2.737262653,2.645109089,2.553589289,2.560864473,2.469774071,2.476770598,2.382762813,2.389484287,2.293028911,2.201022881,2.201022881,2.10717012,2.104210611,2.011969436,2.009139662,2.009139662,2.009139662,2.009139662,2.009139662,2.101251103,2.101251103,2.101251103,2.101251103,2.101251103,2.101251103,2.101251103,2.101251103,2.194840233,2.194840233,2.194840233,2.289803835,2.382762813,2.379402075,2.473272334,2.469774071,2.560864473,2.553589289,2.542676515,2.535401332,2.524488557,2.413801854,2.403307063,2.292022903,2.183376333,2.167250954,2.055730641,1.947356656,1.842182986,1.73743421,1.713115535,1.607585593,1.508437219,0.762368983,0.357245166,0.092431759
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.609553878,3.592334465,3.575115054,3.557895641,3.540676229,3.523456817,3.506237405,3.489017993,3.471798581,3.454579168,3.437359756,3.420140344,3.402920932,3.38570152,3.368482108,3.351262695,3.334043284,3.316823871,3.285030588,3.253237306,3.221444024,3.189650741,3.157857459,3.126064176,3.094270894,3.062477611,3.030684329,2.998891046,2.967097764,2.935304481,2.903511199,2.871717917,2.839924634,2.808131352,2.776338069,2.744544787,2.712751504,2.680958222,2.649164939,2.617371657,2.585578374,2.472938149,2.284812749,2.103888911,1.930219755,1.834095751,1.672302927,1.627807725,1.583312522,1.476700482,1.4340014,1.391302318,1.348603235,1.251745207,1.210816956,1.169888706,1.128960456,1.041637947,1.002454898,0.96327185,0.924088802,2.07805586,2.358245067,2.379115242,1.805145781,1.501285801,0.674478434,1.038434909,0.558118225,0.459561346,0.370189684,0.347854064,0.32815354,0.33048087,0.305192333,0.278873035,0.274917389,0.246617413,0.218535943,0.231203824,0.184891872,0.178099926,0.170553319,0.164516033,0.14526956,0.142528624,0.140472923,0.140472923,0.141158157,0.156969426,0.158478748,0.159988069,0.16074273,0.159988069,0.159233408,0.173007621,0.170524258,0.168040895,0.16638532,0.165557532,0.165557532,0.16638532,0.167213108,0.168868683,0.169696471,0.170524258,0.154705444,0.153196123,0.150932141,0.146404176,0.154796293,0.148173992,0.153229201,0.158225835,0.148336721,0.151521546,0.142924579,0.124602845,0.1088018,0.114713731,0.112735908,0.112735908,0.113724819,0.115702642,0.119658288,0.135402232,0.128558491,0.133503049,0.137458694,0.140425429,0.143392163,0.107543516,0.088230315,0.054139044
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.994168419,3.772603518,3.446775998,3.129592228,2.923358342,2.622436725,2.626215453,2.535401332,2.441787962,2.445286226,2.349155439,2.251102925,2.157744341,2.059817982,1.96669305,1.872537959,1.780194943,1.689940234,1.604027004,1.517754826,1.433547113,1.351458375,1.267778558,1.186689825,1.104967667,1.024736,0.943446064,0.864676633,0.848463946,0.77231137,0.699362686,0.683071375,0.616832392,0.603936941,0.545879132,0.535990017,0.484168009,0.477821237,0.472381147,0.425482858,0.419688345,0.37506637,0.366765102,0.356199852,0.313151834,0.300817626,0.28711295,0.273408275,0.234979474,0.222546697,0.21073556,0.2001677,0.173144383,0.164656913,0.156735275,0.149945299,0.129781821,0.123626162,0.117983474,0.112340786,0.10721107,0.092898586,0.089163969,0.08589618,0.083562044,0.081694736,0.05205308,0.047161135,0.033870861
United Kingdom,2.195994826,2.347105459,2.320127235,2.323064127,2.367339126,2.387572794,2.266170788,2.286404455,2.279659899,2.320173105,2.398601492,2.227735398,2.186232118,2.210727716,2.137240922,2.235223313,2.284694542,2.341653685,2.335324892,2.41167289,2.359387299,2.320173105,2.353850015,2.347105459,2.380828238,2.450887083,2.436585591,2.360640066,2.3944447,2.320957906,2.412816399,2.430256798,2.556832673,2.480887148,2.41759921,2.430256798,2.320957906,2.437311997,2.406692499,2.302586208,2.241347213,2.007237098,2.30921082,2.445395048,2.463158208,2.421710835,2.392105568,2.374342408,2.276697997,2.208053837,2.259536957,2.288138691,2.23665557,2.293859037,2.299579384,2.5341136,2.413986319,2.396825279,2.333901465,2.293859037,2.276697997,2.339621811,2.396825279,2.415789781,2.282418344,2.265257304,2.259536957,2.133689329,2.20233349,2.042163781,2.036443435,2.013562048,2.013562048,2.105087595,2.059324822,2.036443435,2.047884128,2.019282395,2.013562048,2.076485862,2.065045168,1.987848895,2.036443435,1.960239883,1.965761685,1.863926846,2.137500272,2.132803492,2.054605525,2.300566009,1.901205383,2.082206209,2.082206209,2.013562048,2.204603816,2.042163781,1.93848392,1.993370698,2.090131845,2.093646902,1.906530889,1.982327093,1.92783291,2.155263432,2.161184486,2.082206209,2.143421326,1.93848392,2.02097971,1.960239883,2.053604475,2.042163781,1.919232885,1.866691271,2.003788119,1.998908765,1.853087853,1.779509801,1.913730909,1.819079308,1.794139708,1.637886997,1.679112274,1.655104169,1.626730955,1.537137007,1.569984526,1.482564095,1.398066756,1.437086669,1.475407145,1.513002399,1.382513757,1.418660716,1.239719147,1.325142235,1.254227196,1.235407066,1.216586937,1.250979048,1.235586688,1.124906447,1.064652079,1.006232922,1.034975366,0.932693567,0.917978741,0.903263916,0.848451543,0.789966873,0.734024355,0.788735686,0.675416603,0.717427458,0.777927386,0.834327116,0.838842222,0.735684826,0.885977944,0.56682901,0.645934533,0.532458747,0.511172721,0.445218399,0.450816393,0.411747549,0.377663157,0.375284892,0.35424628,0.386414052,0.323219584,0.332766138,0.301881136,0.284678047,0.290798377,0.271299243,0.273934722,0.277035285,0.266657566,0.247919003,0.288482576,0.283850975,0.26034873,0.274534831,0.282427361,0.2379695,0.28754163,0.313607727,0.216515581,0.223889557,0.188589786,0.207671409,0.177974347,0.182113286,0.187080012,0.192874525,0.198669039,0.187155854,0.192438479,0.198475765,0.203003729,0.207531693,0.210550336,0.211304997,0.191180222,0.189124521,0.185013118,0.178846014,0.17267891,0.165141339,0.156918534,0.149380962,0.141843391,0.135676287,0.117489737,0.113759904,0.11065171,0.108165155,0.107543516,0.106921877,0.097888818,0.098454649,0.099586312,0.100717974,0.092334893,0.092847864,0.093360836,0.093873807,0.093873807,0.084962526,0.084495699,0.084028871,0.083562044,0.083095217,0.075042714,0.074618744,0.073770804,0.073346834,0.072498893,0.065132567,0.064747167,0.064361768,0.064361768,0.05908728,0.0597907,0.06084583,0.056640033,0.0633078,0.06436293,0.059200034,0.059520034,0.051762208,0.039028734,0.022024108
